상권_코드,상권_코드_명,id,구,2020_총_유동인구_수_합계(상권코드),2019_총_유동인구_수_합계(상권코드),2018_총_유동인구_수_합계(상권코드),,,,
1000588,등촌로5길,4,강서구,4964577,4820470,1109079,,,,
1000587,등촌로55길,4,강서구,3324875,3086890,889659,,,,
1000586,등촌로51길,4,강서구,3732054,3529631,842698,,,,
1000585,등촌로39길,4,강서구,3342775,3334519,600583,,,,
1000584,등촌로13길,4,강서구,5167157,4789026,1037151,,,,
1000583,남부순환로11길,4,강서구,2905223,2971855,701077,,,,
1000582,까치산로4길,4,강서구,7797080,7368438,1565205,,,,
1000581,국회대로7길,4,강서구,4941646,5354101,1160902,,,,
1000580,공항대로8길,4,강서구,3108611,3268185,1028128,,,,
1000579,공항대로61길,4,강서구,4696370,4362353,1596441,,,,
1000578,공항대로59다길,4,강서구,5887286,5713812,2119116,,,,
1000577,공항대로59길,4,강서구,4848546,4316759,1368411,,,,
1000576,공항대로55길,4,강서구,3535310,3067873,652538,,,,
1000575,공항대로42길,4,강서구,2682302,2870168,1207961,,,,
1000574,공항대로38길,4,강서구,2032700,2342344,1284498,,,,
1000573,곰달래로60길,4,강서구,4365757,4495259,1160181,,,,
1000572,곰달래로53길,4,강서구,4569909,4202129,769354,,,,
1000571,곰달래로47길,4,강서구,5058660,4882434,934053,,,,
1000570,곰달래로31길,4,강서구,6020187,6405751,2098063,,,,
1000569,곰달래로25길,4,강서구,8145803,8894227,3237780,,,,
1000568,개화동로25길,4,강서구,3299034,3555495,649902,,,,
1000567,개화동로23길,4,강서구,4263959,4553384,841902,,,,
1000566,강서로8길,4,강서구,8806738,9767633,3598082,,,,
1000565,강서로5라길,4,강서구,4888533,5504902,1387351,,,,
1000564,강서로5나길,4,강서구,9529956,8467567,2313752,,,,
1000563,강서로5가길,4,강서구,10977701,10780526,3563921,,,,
1000562,강서로47라길,4,강서구,4514047,4392466,1128385,,,,
1000561,강서로47길,4,강서구,5142344,4860391,1098638,,,,
1000560,강서로45다길,4,강서구,4850382,4739556,1444566,,,,
1000559,강서로45길,4,강서구,3463177,3386309,1040399,,,,
1000558,강서로35길,4,강서구,5163718,5065050,1959798,,,,
1000557,강서로29길,4,강서구,7445746,7161661,2096701,,,,
1000556,강서로18길,4,강서구,9135179,8480630,1929682,,,,
1000555,강서로17가길,4,강서구,7085544,6808899,1631272,,,,
1000554,강서로15길,4,강서구,14056678,12976600,3363577,,,,
1000553,가로공원로80길,4,강서구,6075936,5901122,966472,,,,
1000552,가로공원로76가길,4,강서구,7189050,6908252,1448702,,,,
1000551,화곡로4길,19,양천구,2224260,2300968,487968,,,,
1000550,화곡로3길,19,양천구,1522882,1563936,262298,,,,
1000549,지양로7길,19,양천구,2049102,2099647,345283,,,,
1000548,중앙로55길,19,양천구,5093516,5299789,1168010,,,,
1000547,중앙로51길,19,양천구,5620037,5561613,878860,,,,
1000546,중앙로47길,19,양천구,4579778,4351665,976176,,,,
1000545,중앙로45길,19,양천구,5147299,4861337,983614,,,,
1000544,중앙로36길,19,양천구,2930688,2916400,1170608,,,,
1000543,중앙로32길,19,양천구,2859202,2891307,968191,,,,
1000542,중앙로25길,19,양천구,3338654,3162007,711416,,,,
1000541,은행정로7길,19,양천구,5371912,5517017,1600613,,,,
1000540,은행정로5길,19,양천구,3326901,3441371,1215743,,,,
1000539,오목로5길,19,양천구,5423422,5710377,1049240,,,,
1000538,오목로3길,19,양천구,5051797,4981851,882786,,,,
1000537,오목로30길,19,양천구,6536536,6417668,1381494,,,,
1000536,오목로23길,19,양천구,6099584,5980169,1577803,,,,
1000535,신월로20길,19,양천구,4199720,3888905,846359,,,,
1000534,신월로15길,19,양천구,5301302,5254280,1232923,,,,
1000533,신목로6길,19,양천구,5220218,4856165,1592165,,,,
1000532,신목로5길,19,양천구,3212669,2950415,867190,,,,
1000531,신목로2길,19,양천구,4032053,3777148,1120404,,,,
1000530,목동중앙서로8가길,19,양천구,3387282,3296683,965086,,,,
1000529,목동중앙서로7길,19,양천구,6143787,5443919,1241569,,,,
1000528,목동중앙북로8길,19,양천구,4590828,4473391,1348868,,,,
1000527,목동중앙북로16길,19,양천구,4053145,3935783,854945,,,,
1000526,목동중앙본로7길,19,양천구,7383573,7260671,1453997,,,,
1000525,목동중앙로3길,19,양천구,5634654,5268098,1035037,,,,
1000524,목동중앙로13나길,19,양천구,689028,720821,177693,,,,
1000523,목동중앙남로3가길,19,양천구,6215435,5977927,1099701,,,,
1000522,목동로9길,19,양천구,4574433,4947554,1931796,,,,
1000521,목동로19길,19,양천구,5161379,5404345,1960559,,,,
1000520,목동동로8길,19,양천구,1945192,1806585,513179,,,,
1000519,목동동로12길,19,양천구,4783703,4816484,1981100,,,,
1000518,목동남로4길,19,양천구,1964571,1850632,478298,,,,
1000517,남부순환로88길,19,양천구,1579894,1542112,334730,,,,
1000516,남부순환로79길,19,양천구,3013136,2964071,841740,,,,
1000515,남부순환로70길,19,양천구,3270439,3272994,620027,,,,
1000514,남부순환로58길,19,양천구,2901708,2960988,577872,,,,
1000513,남부순환로40길,19,양천구,3010327,3040021,468032,,,,
1000512,남부순환로33길,19,양천구,3838889,3641859,784798,,,,
1000511,곰달래로5길,19,양천구,4471925,4448578,972343,,,,
1000510,곰달래로3길,19,양천구,4464667,4407517,950153,,,,
1000509,곰달래로2길,19,양천구,3205210,3142500,609889,,,,
1000508,곰달래로10길,19,양천구,5782099,5543843,1200787,,,,
1000507,가로공원로58길,19,양천구,2269033,2295774,266370,,,,
1000506,효창원로93길,21,용산구,6538835,6369965,1983829,,,,
1000505,토정로37길,13,마포구,6084590,5461237,2524007,,,,
1000504,월드컵로8길,13,마포구,5065662,5393603,2700455,,,,
1000503,월드컵로7길,13,마포구,5136428,5549813,2201341,,,,
1000502,월드컵로36길,13,마포구,5022915,5024860,1129384,,,,
1000501,월드컵로25길,13,마포구,6951736,6474237,1844473,,,,
1000500,월드컵로19길,13,마포구,5879445,5701875,2070886,,,,
1000499,월드컵로16길,13,마포구,6060779,5629064,2015824,,,,
1000498,월드컵로11길,13,마포구,6004342,6166195,2243618,,,,
1000497,월드컵로10길,13,마포구,5760541,5743582,2338776,,,,
1000496,와우산로3길,13,마포구,3043503,3338766,2229347,,,,
1000495,와우산로29길,13,마포구,3659921,4127425,2316585,,,,
1000494,와우산로29가길,13,마포구,3194264,3601838,2433774,,,,
1000493,양화진길,13,마포구,2682905,3059887,2017066,,,,
1000492,양화로1길,13,마포구,4004351,4191810,1764323,,,,
1000491,양화로11길,13,마포구,4441701,4842930,2817638,,,,
1000490,신촌로30길,13,마포구,4238729,4136990,1826457,,,,
1000489,신촌로28가길,13,마포구,4118682,3979454,1786254,,,,
1000488,신촌로12길,13,마포구,5291997,6044323,4031079,,,,
1000487,숭문길,13,마포구,4006744,4163521,1564391,,,,
1000486,숭문8길,13,마포구,3813845,3784678,1155646,,,,
1000485,성지3길,13,마포구,2508948,2859385,1936489,,,,
1000484,성산로4길,13,마포구,5305234,5257280,1309440,,,,
1000483,성미산로32길,13,마포구,4621986,4525313,2069139,,,,
1000482,성미산로1길,13,마포구,6488706,6160372,1699297,,,,
1000481,성미산로11길,13,마포구,4257430,4116556,1533456,,,,
1000480,백범로16길,13,마포구,6084536,6091404,2379600,,,,
1000479,방울내로9안길,13,마포구,5936944,5864899,1466940,,,,
1000478,모래내로7길,13,마포구,3834361,3838683,1018858,,,,
1000477,매봉산로2길,13,마포구,2277135,2289733,832531,,,,
1000476,망원로2길,13,마포구,6587538,6508246,1895879,,,,
1000475,망원로11길,13,마포구,6518585,6362097,1863378,,,,
1000474,만리재옛길,13,마포구,7033990,7145397,2299734,,,,
1000473,마포대로4길,13,마포구,4530543,4352168,2435878,,,,
1000472,마포대로20길,13,마포구,4866327,5130279,1866802,,,,
1000471,마포대로12길,13,마포구,5317007,5470004,2346916,,,,
1000470,동교로38길,13,마포구,5436230,5846147,2788530,,,,
1000469,동교로27길,13,마포구,6218519,6517230,3465752,,,,
1000468,동교로25길,13,마포구,4544451,4686233,2594853,,,,
1000467,동교로19길,13,마포구,4518982,4489503,2130463,,,,
1000466,동교로17길,13,마포구,5235451,5298233,2395877,,,,
1000465,독막로8길,13,마포구,2869037,3340681,2214459,,,,
1000464,독막로32길,13,마포구,5873146,5726453,2206847,,,,
1000463,독막로22길,13,마포구,2802201,2765337,1003229,,,,
1000462,도화길,13,마포구,5223859,5379217,3699082,,,,
1000461,도화4길,13,마포구,5469284,5616977,2977605,,,,
1000460,대흥로28길,13,마포구,4337937,4418791,2122029,,,,
1000459,대흥로21길,13,마포구,6577842,7386734,6330875,,,,
1000458,광성로6길,13,마포구,4316536,4329181,1827388,,,,
1000457,홍제내길,14,서대문구,2448569,2478223,658592,,,,
1000456,홍연길,14,서대문구,3636708,3962181,837641,,,,
1000455,통일로39길,14,서대문구,4039724,4623614,1656227,,,,
1000454,통일로37길,14,서대문구,4941722,5273064,1755633,,,,
1000453,통일로11길,14,서대문구,2569410,2409833,1002180,,,,
1000452,충정로6길,14,서대문구,3128965,3550752,2495515,,,,
1000451,충정로4길,14,서대문구,9906672,10024506,6277494,,,,
1000450,증가로6길,14,서대문구,5796820,5956587,1740570,,,,
1000449,증가로23나길,14,서대문구,9494430,9358911,2332695,,,,
1000448,증가로20가길,14,서대문구,7633435,7265638,1468414,,,,
1000447,증가로10길,14,서대문구,5684796,5881053,1803323,,,,
1000446,응암로1길,14,서대문구,6157372,6094637,1582662,,,,
1000445,연희로10길,14,서대문구,2500464,2597076,1202692,,,,
1000444,신촌로37길,14,서대문구,15719881,15377413,8326237,,,,
1000443,수색로8길,14,서대문구,3247462,3339321,911239,,,,
1000442,세무서길,14,서대문구,5421604,5528983,1906469,,,,
1000441,세무서2길,14,서대문구,4945789,4575788,1295404,,,,
1000440,세검정로1길,14,서대문구,4635782,4813615,1665896,,,,
1000439,북아현로4길,14,서대문구,17180764,16616647,8931435,,,,
1000438,모래내로15길,14,서대문구,4501205,4357674,1325169,,,,
1000437,명지대길,14,서대문구,5713704,5769950,1625501,,,,
1000436,독립문로8길,14,서대문구,6074434,6182094,2055521,,,,
1000435,가재울로6길,14,서대문구,4583841,4879416,1417027,,,,
1000434,통일로92길,14,서대문구,6340546,6349853,1806039,,,,
1000433,통일로87길,14,서대문구,7502037,7451579,2173438,,,,
1000432,통일로78길,14,서대문구,4830986,4514435,1472448,,,,
1000431,통일로69길,14,서대문구,6332443,6510168,2567609,,,,
1000430,진흥로1길,14,서대문구,9324559,8683072,2409513,,,,
1000429,진흥로12길,14,서대문구,7322027,7776141,2678753,,,,
1000428,증산서길,14,서대문구,2791147,2914626,681153,,,,
1000427,증산로9길,14,서대문구,3474374,3000358,433297,,,,
1000426,증산로5길,14,서대문구,2872063,2840750,431447,,,,
1000425,증산로21길,14,서대문구,8190937,8261739,2445002,,,,
1000424,증산로17길,14,서대문구,4750329,4542822,1044269,,,,
1000423,증산로15길,14,서대문구,3913321,3673721,630985,,,,
1000422,증산로13길,14,서대문구,5980478,5459134,1266650,,,,
1000421,응암로34길,14,서대문구,8035340,7000433,2386315,,,,
1000420,응암로22길,14,서대문구,6092838,5294554,1699966,,,,
1000419,응암로14길,14,서대문구,5696746,5599447,2023991,,,,
1000418,응암로13길,14,서대문구,5679476,5721271,1841402,,,,
1000417,응암로12길,14,서대문구,5530447,6071298,1996681,,,,
1000416,은평로8길,14,서대문구,9683648,9234225,3722935,,,,
1000415,은평로3길,14,서대문구,8026175,8416269,2867058,,,,
1000414,은평로20길,14,서대문구,2739782,2308884,692781,,,,
1000413,은평로13길,14,서대문구,5882656,5782454,1941859,,,,
1000412,은평로10길,14,서대문구,5421102,5126841,1774975,,,,
1000411,연서로5길,14,서대문구,7328140,6689938,1555109,,,,
1000410,연서로41길,14,서대문구,4663915,4640093,1040138,,,,
1000409,연서로3길,14,서대문구,6217339,6023552,1557525,,,,
1000408,연서로34길,14,서대문구,5019317,4970566,1339664,,,,
1000407,연서로33길,14,서대문구,4505455,4296225,1277041,,,,
1000406,연서로29길,14,서대문구,6601632,6965928,4107428,,,,
1000405,연서로28길,14,서대문구,6647098,6975274,5902269,,,,
1000404,연서로27길,14,서대문구,8815363,9290478,6216415,,,,
1000403,연서로21길,14,서대문구,6361781,6035970,2385642,,,,
1000402,연서로17길,14,서대문구,5979785,5727815,2346483,,,,
1000401,연서로16길,14,서대문구,7520913,7644377,2556480,,,,
1000400,연서로13길,14,서대문구,6396815,5762846,1889853,,,,
1000399,연서로11길,14,서대문구,6498787,6016363,1473556,,,,
1000398,역말로9길,14,서대문구,7089543,6989898,2167335,,,,
1000397,수색로18길,14,서대문구,1409563,1400973,535552,,,,
1000396,서오릉로8길,14,서대문구,6348438,6727795,1828117,,,,
1000395,서오릉로21길,14,서대문구,4189661,3890816,900823,,,,
1000394,불광천길,14,서대문구,8021908,8103283,2743321,,,,
1000393,갈현로7길,22,은평구,6326000,6293507,1591316,,,,
1000392,갈현로41길,22,은평구,6020917,5640203,1132916,,,,
1000391,갈현로33길,22,은평구,6403429,6462971,1331959,,,,
1000390,갈현로1길,22,은평구,6219092,5313008,1073363,,,,
1000389,가좌로7길,22,은평구,9166771,9742974,2433788,,,,
1000388,한글비석로44길,25,중랑구,6103891,5637383,1515056,,,,
1000387,한글비석로24길,25,중랑구,6771116,6373351,2208978,,,,
1000386,한글비석로22길,25,중랑구,4219815,4144617,1714015,,,,
1000385,석계로1길,25,중랑구,3481800,3506596,1501418,,,,
1000384,상계로9가길,25,중랑구,8730117,8406822,2883243,,,,
1000383,상계로1길,25,중랑구,5934201,6384277,3549248,,,,
1000382,상계로12길,25,중랑구,10149121,9639041,2614312,,,,
1000381,동일로242길,25,중랑구,2764686,2566022,889390,,,,
1000380,동일로192길,25,중랑구,9211207,8869247,3922647,,,,
1000379,동일로173가길,3,강북구,6710324,6431720,2790735,,,,
1000378,공릉로58길,3,강북구,1580012,1645787,768859,,,,
1000377,해등로16길,3,강북구,4539155,4801039,1272317,,,,
1000376,우이천로4다길,3,강북구,5093826,4901916,655200,,,,
1000375,우이천로32길,3,강북구,3775637,3897862,771693,,,,
1000374,시루봉로23길,3,강북구,2136800,1935864,568814,,,,
1000373,삼양로144길,3,강북구,2123665,2181974,518929,,,,
1000372,방학로6가길,3,강북구,4771579,5331869,1754640,,,,
1000371,방학로5길,3,강북구,5773489,5586727,1710763,,,,
1000370,방학로15길,3,강북구,2233675,2081659,486913,,,,
1000369,방학로10길,3,강북구,3555775,3803046,1202890,,,,
1000368,도봉산길,3,강북구,1323939,1191759,262027,,,,
1000367,도봉산4길,3,강북구,354415,371126,96588,,,,
1000366,도봉로181길,3,강북구,1985453,1732698,431349,,,,
1000365,도봉로169나길,3,강북구,1578194,1540128,306992,,,,
1000364,도봉로156길,3,강북구,1721682,1758946,550340,,,,
1000363,도봉로152가길,3,강북구,1851156,1963995,364206,,,,
1000362,도봉로147길,3,강북구,4792365,4878512,1398837,,,,
1000361,도봉로143길,3,강북구,3460371,3860213,1131285,,,,
1000360,도봉로114길,3,강북구,9136616,9196601,2959315,,,,
1000359,도봉로109길,3,강북구,7346926,7383274,2159908,,,,
1000358,도당로29길,3,강북구,4545205,3682194,1089430,,,,
1000357,도당로19길,3,강북구,4429528,4252483,1039483,,,,
1000356,도당로13바길,3,강북구,4064134,4623733,1252741,,,,
1000355,도당로13가길,3,강북구,4177610,4774590,1465146,,,,
1000354,덕릉로60길,3,강북구,5176328,4950756,638004,,,,
1000353,노해로63다길,3,강북구,2723800,3275493,679080,,,,
1000352,노해로60길,3,강북구,8066310,8325393,2799182,,,,
1000351,한천로140길,3,강북구,5691128,5486821,2092123,,,,
1000350,한천로139가길,3,강북구,5635207,6106359,3041982,,,,
1000349,한천로132길,3,강북구,7355703,7152250,3137793,,,,
1000348,한천로130길,3,강북구,6359298,5875751,1808860,,,,
1000347,한천로124나길,3,강북구,5881816,5726486,2022955,,,,
1000346,한천로109길,3,강북구,3963313,3728857,801480,,,,
1000345,인수봉로79길,3,강북구,2328191,2202839,443640,,,,
1000344,인수봉로72길,3,강북구,5344826,5119547,1091722,,,,
1000343,인수봉로56길,3,강북구,5207219,5005650,1048958,,,,
1000342,오패산로67길,9,노원구,6363892,6594220,3647194,,,,
1000341,오패산로52길,9,노원구,5320225,5222390,1094124,,,,
1000340,오패산로30길,9,노원구,4817590,4662687,1399014,,,,
1000339,수유로12길,9,노원구,6740151,6749385,2338256,,,,
1000338,솔샘로65길,9,노원구,6787534,6319450,1474042,,,,
1000337,솔매로50길,9,노원구,7114351,6896714,2355740,,,,
1000336,솔매로45길,9,노원구,4033625,3826037,1502858,,,,
